"Nummer";"Län (lokal)";"Art";"Datum";"Vatten";"Sweref99 N (Vatten)";"Sweref99 E (Vatten)";"Lokal";"sweref99N";"sweref99E";"Metodik";"Förekomst"
6840;"Jönköpings län";"Signalkräfta";"1996-01-01";"KÅLLSTORPASJÖN";6388319;518458;"Kållstorpasjön";6388319;518458;"Historik";"Säker"
6841;"Jönköpings län";"Signalkräfta";"1992-01-01";"KÅLLSTORPASJÖN";6388319;518458;"Kållstorpasjön";6388319;518458;"Historik";"Säker"
6842;"Jönköpings län";"Signalkräfta";"2001-01-01";"KÅLLSTORPASJÖN";6388319;518458;"Kållstorpasjön";6388319;518458;"Uppskattning";"Finns troligen"
6857;"Jönköpings län";"Signalkräfta";"1996-01-01";"KUNHULTASJÖN";6408384;496787;"Kunhultasjön";6408384;496787;"Historik";"Säker"
6858;"Jönköpings län";"Signalkräfta";"1992-01-01";"KUNHULTASJÖN";6408384;496787;"Kunhultasjön";6408384;496787;"Historik";"Säker"
6859;"Jönköpings län";"Signalkräfta";"2001-01-01";"KUNHULTASJÖN";6408384;496787;"Kunhultasjön";6408384;496787;"Uppskattning";"Finns troligen"
6861;"Jönköpings län";"Signalkräfta";"1996-01-01";"KROKSJÖN";6338955;391657;"Kroksjön";6338955;391657;"Historik";"Säker"
6862;"Jönköpings län";"Signalkräfta";"1992-01-01";"KROKSJÖN";6338955;391657;"Kroksjön";6338955;391657;"Historik";"Säker"
6863;"Jönköpings län";"Signalkräfta";"2001-01-01";"KROKSJÖN";6338955;391657;"Kroksjön";6338955;391657;"Uppskattning";"Finns troligen"
6867;"Jönköpings län";"Signalkräfta";"1996-01-01";"KOLASJÖN";6378546;442993;"Kolasjön";6378546;442993;"Historik";"Säker"
6868;"Jönköpings län";"Signalkräfta";"2001-01-01";"KOLASJÖN";6378546;442993;"Kolasjön";6378546;442993;"Uppskattning";"Finns troligen"
6872;"Jönköpings län";"Signalkräfta";"2001-01-01";"KNUTSTORPSSJÖN";6401540;491200;"Knutstorpssjön";6401540;491200;"Uppskattning";"Finns troligen"
6873;"Jönköpings län";"Signalkräfta";"2001-01-01";"KNIPESJÖN";6422289;435666;"Knipesjön";6422289;435666;"Uppskattning";"Säker"
6874;"Jönköpings län";"Signalkräfta";"1996-01-01";"KNIPESJÖN";6422289;435666;"Knipesjön";6422289;435666;"Historik";"Säker"
6875;"Jönköpings län";"Signalkräfta";"1992-01-01";"KNIPESJÖN";6422289;435666;"Knipesjön";6422289;435666;"Historik";"Säker"
6876;"Jönköpings län";"Signalkräfta";"2001-01-01";"KNIPESJÖN";6422289;435666;"Knipesjön";6422289;435666;"Uppskattning";"Finns troligen"
6877;"Jönköpings län";"Signalkräfta";"2001-01-01";"KLINGSJÖN";6368705;464451;"Klingsjön";6368705;464451;"Fångstdata";"Säker"
6878;"Jönköpings län";"Signalkräfta";"1996-01-01";"KLAPPASJÖN";6378924;471507;"Klappasjön";6378924;471507;"Historik";"Säker"
6879;"Jönköpings län";"Signalkräfta";"1992-01-01";"KLAPPASJÖN";6378924;471507;"Klappasjön";6378924;471507;"Historik";"Säker"
6880;"Jönköpings län";"Signalkräfta";"2001-01-01";"KLAPPASJÖN";6378924;471507;"Klappasjön";6378924;471507;"Uppskattning";"Finns troligen"
6716;"Jönköpings län";"Signalkräfta";"1996-01-01";"MELLANSJÖN";6354974;510377;"Mellansjön";6354974;510377;"Historik";"Säker"
6717;"Jönköpings län";"Signalkräfta";"2001-01-01";"MELLANSJÖN";6354974;510377;"Mellansjön";6354974;510377;"Uppskattning";"Finns troligen"
6726;"Jönköpings län";"Signalkräfta";"1996-01-01";"LÄTTARPASJÖN";6397843;471232;"Lättarpasjön";6397843;471232;"Historik";"Säker"
6727;"Jönköpings län";"Signalkräfta";"1992-01-01";"LÄTTARPASJÖN";6397843;471232;"Lättarpasjön";6397843;471232;"Historik";"Säker"
6728;"Jönköpings län";"Signalkräfta";"2001-01-01";"LÄTTARPASJÖN";6397843;471232;"Lättarpasjön";6397843;471232;"Uppskattning";"Finns troligen"
6731;"Jönköpings län";"Signalkräfta";"2001-01-01";"LÅNGÖDAMMEN";6348056;463037;"Långö-klinthultsdammen";6348056;463037;"Fångstdata";"Säker"
6732;"Jönköpings län";"Signalkräfta";"1996-01-01";"LÅNGÖDAMMEN";6348056;463037;"Långö-klinthultsda.";6348056;463037;"Historik";"Säker"
6733;"Jönköpings län";"Signalkräfta";"2001-01-01";"LÅNGÖDAMMEN";6348056;463037;"Långö-klinthultsda.";6348056;463037;"Uppskattning";"Finns troligen"
6762;"Jönköpings län";"Signalkräfta";"1996-01-01";"LUNDHOLMSSJÖN";6356405;467456;"Lundholmssjön";6356405;467456;"Historik";"Säker"
6763;"Jönköpings län";"Signalkräfta";"2001-01-01";"LUNDHOLMSSJÖN";6356405;467456;"Lundholmssjön";6356405;467456;"Uppskattning";"Finns troligen"
6764;"Jönköpings län";"Signalkräfta";"1996-01-01";"LOVSJÖ";6391880;452281;"Lovsjön";6391880;452281;"Historik";"Säker"
6765;"Jönköpings län";"Signalkräfta";"1992-01-01";"LOVSJÖ";6391880;452281;"Lovsjön";6391880;452281;"Historik";"Säker"
6766;"Jönköpings län";"Signalkräfta";"2001-01-01";"LOVSJÖ";6391880;452281;"Lovsjön";6391880;452281;"Uppskattning";"Finns troligen"
6767;"Jönköpings län";"Signalkräfta";"1996-01-01";"LOREN";6436406;485317;"Loren";6436406;485317;"Historik";"Säker"
6768;"Jönköpings län";"Signalkräfta";"2001-01-01";"LOREN";6436406;485317;"Loren";6436406;485317;"Uppskattning";"Finns troligen"
6774;"Jönköpings län";"Signalkräfta";"1996-01-01";"LINNESJÖN";6354206;484355;"Linnesjön";6354206;484355;"Historik";"Säker"
6775;"Jönköpings län";"Signalkräfta";"1992-01-01";"LINNESJÖN";6354206;484355;"Linnesjön";6354206;484355;"Historik";"Säker"
6776;"Jönköpings län";"Signalkräfta";"2001-01-01";"LINNESJÖN";6354206;484355;"Linnesjön";6354206;484355;"Uppskattning";"Finns troligen"
6777;"Jönköpings län";"Signalkräfta";"1996-01-01";"LINNESJÖN";6360596;449114;"Linnesjön";6360596;449114;"Historik";"Säker"
6778;"Jönköpings län";"Signalkräfta";"1992-01-01";"LINNESJÖN";6360596;449114;"Linnesjön";6360596;449114;"Historik";"Säker"
6779;"Jönköpings län";"Signalkräfta";"2001-01-01";"LINNESJÖN";6360596;449114;"Linnesjön";6360596;449114;"Uppskattning";"Finns troligen"
6780;"Jönköpings län";"Signalkräfta";"1996-01-01";"LINNERYDSSJÖN";6376403;461181;"Linnerydssjön";6376403;461181;"Historik";"Säker"
6985;"Jönköpings län";"Signalkräfta";"1996-01-01";"HELGASJÖN";6313960;458812;"Helgasjön";6313960;458812;"Historik";"Säker"
6986;"Jönköpings län";"Signalkräfta";"1992-01-01";"HELGASJÖN";6313960;458812;"Helgasjön";6313960;458812;"Historik";"Säker"
6987;"Jönköpings län";"Signalkräfta";"2001-01-01";"HELGASJÖN";6313960;458812;"Helgasjön";6313960;458812;"Uppskattning";"Finns troligen"
6988;"Jönköpings län";"Signalkräfta";"1996-01-01";"HAVRAVIKSSJÖN";6384995;499534;"Havravikssjön";6384995;499534;"Historik";"Säker"
6989;"Jönköpings län";"Signalkräfta";"1992-01-01";"HAVRAVIKSSJÖN";6384995;499534;"Havravikssjön";6384995;499534;"Historik";"Säker"
6990;"Jönköpings län";"Signalkräfta";"2001-01-01";"HAVRAVIKSSJÖN";6384995;499534;"Havravikssjön";6384995;499534;"Uppskattning";"Finns troligen"
6991;"Jönköpings län";"Signalkräfta";"1996-01-01";"HAMNARYDSSJÖN";6394255;490587;"Hamnarydssjön";6394255;490587;"Historik";"Säker"
6992;"Jönköpings län";"Signalkräfta";"1992-01-01";"HAMNARYDSSJÖN";6394255;490587;"Hamnarydssjön";6394255;490587;"Historik";"Säker"
6993;"Jönköpings län";"Signalkräfta";"2001-01-01";"HAMNARYDSSJÖN";6394255;490587;"Hamnarydssjön";6394255;490587;"Uppskattning";"Finns troligen"
6955;"Jönköpings län";"Signalkräfta";"1996-01-01";"HOLKEN";6328078;385518;"Holken";6328078;385518;"Historik";"Säker"
6956;"Jönköpings län";"Signalkräfta";"1992-01-01";"HOLKEN";6328078;385518;"Holken";6328078;385518;"Historik";"Säker"
6957;"Jönköpings län";"Signalkräfta";"2001-01-01";"HOLKEN";6328078;385518;"Holken";6328078;385518;"Uppskattning";"Finns troligen"
6995;"Jönköpings län";"Signalkräfta";"2001-01-01";"HAMMARSJÖN";6433884;431499;"Hammarsjön";6433884;431499;"Uppskattning";"Finns troligen"
6996;"Jönköpings län";"Signalkräfta";"1996-01-01";"HAMMARSJÖN";6433884;431499;"Hammarsjön";6433884;431499;"Historik";"Säker"
6997;"Jönköpings län";"Signalkräfta";"1992-01-01";"HAMMARSJÖN";6433884;431499;"Hammarsjön";6433884;431499;"Historik";"Säker"
6998;"Jönköpings län";"Signalkräfta";"2001-01-01";"HAMMARSJÖN";6433884;431499;"Hammarsjön";6433884;431499;"Uppskattning";"Säker"
7032;"Jönköpings län";"Signalkräfta";"2001-01-01";"GRUMLAN";6361789;504238;"Grumlan";6361789;504238;"Fångstdata";"Säker"
7033;"Jönköpings län";"Signalkräfta";"1996-01-01";"GRUMLAN";6361789;504238;"Grumlan";6361789;504238;"Historik";"Säker"
7034;"Jönköpings län";"Signalkräfta";"1992-01-01";"GRUMLAN";6361789;504238;"Grumlan";6361789;504238;"Historik";"Säker"
7035;"Jönköpings län";"Signalkräfta";"2001-01-01";"GRIMSTORPASJÖN";6429031;427709;"Grimstorpasjön";6429031;427709;"Uppskattning";"Säker"
7036;"Jönköpings län";"Signalkräfta";"1996-01-01";"GRIMSTORPASJÖN";6429031;427709;"Grimstorpasjön";6429031;427709;"Historik";"Säker"
7037;"Jönköpings län";"Signalkräfta";"1992-01-01";"GRIMSTORPASJÖN";6429031;427709;"Grimstorpasjön";6429031;427709;"Historik";"Säker"
7038;"Jönköpings län";"Signalkräfta";"2001-01-01";"GRIMSTORPASJÖN";6429031;427709;"Grimstorpasjön";6429031;427709;"Uppskattning";"Finns troligen"
7041;"Jönköpings län";"Signalkräfta";"1996-01-01";"GRAVSJÖN";6418621;498574;"Gravsjön";6418621;498574;"Historik";"Säker"
7042;"Jönköpings län";"Signalkräfta";"1992-01-01";"GRAVSJÖN";6418621;498574;"Gravsjön";6418621;498574;"Historik";"Säker"
7043;"Jönköpings län";"Signalkräfta";"2001-01-01";"GRAVSJÖN";6418621;498574;"Gravsjön";6418621;498574;"Uppskattning";"Finns troligen"
7044;"Jönköpings län";"Signalkräfta";"2001-01-01";"GRAVSJÖN";6425797;433935;"Gravsjön";6425797;433935;"Uppskattning";"Finns troligen"
7045;"Jönköpings län";"Signalkräfta";"1996-01-01";"GRAVSJÖN";6425797;433935;"Gravsjön";6425797;433935;"Historik";"Säker"
7046;"Jönköpings län";"Signalkräfta";"1992-01-01";"GRAVSJÖN";6425797;433935;"Gravsjön";6425797;433935;"Historik";"Säker"
7047;"Jönköpings län";"Signalkräfta";"2001-01-01";"GRAVSJÖN";6425797;433935;"Gravsjön";6425797;433935;"Uppskattning";"Säker"
7048;"Jönköpings län";"Signalkräfta";"1996-01-01";"GRANSJÖN";6348755;499304;"Gransjön";6348755;499304;"Historik";"Säker"
7049;"Jönköpings län";"Signalkräfta";"1992-01-01";"GRANSJÖN";6348755;499304;"Gransjön";6348755;499304;"Historik";"Säker"
7050;"Jönköpings län";"Signalkräfta";"2001-01-01";"GRANSJÖN";6348755;499304;"Gransjön";6348755;499304;"Uppskattning";"Finns troligen"
7051;"Jönköpings län";"Signalkräfta";"1996-01-01";"GRANSJÖN";6354263;495880;"Gransjön";6354263;495880;"Historik";"Säker"
7052;"Jönköpings län";"Signalkräfta";"1992-01-01";"GRANSJÖN";6354263;495880;"Gransjön";6354263;495880;"Historik";"Säker"
7053;"Jönköpings län";"Signalkräfta";"2001-01-01";"GRANSJÖN";6354263;495880;"Gransjön";6354263;495880;"Uppskattning";"Finns troligen"
7055;"Jönköpings län";"Signalkräfta";"1996-01-01";"GODEBRUNNASJÖN";6435181;474775;"Godebrunnasjön";6435181;474775;"Historik";"Säker"
7056;"Jönköpings län";"Signalkräfta";"1992-01-01";"GODEBRUNNASJÖN";6435181;474775;"Godebrunnasjön";6435181;474775;"Historik";"Säker"
7057;"Jönköpings län";"Signalkräfta";"2001-01-01";"GODEBRUNNASJÖN";6435181;474775;"Godebrunnasjön";6435181;474775;"Uppskattning";"Finns troligen"
7060;"Jönköpings län";"Signalkräfta";"1996-01-01";"GISSMUNDEN";6346959;480093;"Gissmunden";6346959;480093;"Historik";"Säker"
7061;"Jönköpings län";"Signalkräfta";"1992-01-01";"GISSMUNDEN";6346959;480093;"Gissmunden";6346959;480093;"Historik";"Säker"
7062;"Jönköpings län";"Signalkräfta";"2001-01-01";"GISSMUNDEN";6346959;480093;"Gissmunden";6346959;480093;"Uppskattning";"Finns troligen"
7063;"Jönköpings län";"Signalkräfta";"1996-01-01";"GISSHULTASJÖN";6384970;487299;"Gisshultasjön";6384970;487299;"Historik";"Säker"
7064;"Jönköpings län";"Signalkräfta";"1992-01-01";"GISSHULTASJÖN";6384970;487299;"Gisshultasjön";6384970;487299;"Historik";"Säker"
7065;"Jönköpings län";"Signalkräfta";"2001-01-01";"GISSHULTASJÖN";6384970;487299;"Gisshultasjön";6384970;487299;"Uppskattning";"Finns troligen"
9995;"Jönköpings län";"Signalkräfta";"1993-12-31";"VÄRNEN";6353465;517152;"Värnen";6353465;517152;"Enkät";"Säker"
9996;"Jönköpings län";"Signalkräfta";"1992-12-30";"VÄRNEN";6353465;517152;"Värnen";6353465;517152;"Enkät";"Säker"
9997;"Jönköpings län";"Signalkräfta";"1993-12-31";"VRANGSJÖN";6415785;493750;"Vrangsjön";6415785;493750;"Enkät";"Säker"
9998;"Jönköpings län";"Signalkräfta";"1993-12-31";"VIREDAHOLMSSJÖN";6418567;478902;"Viredaholmssjön";6418567;478902;"Enkät";"Säker"
9999;"Jönköpings län";"Signalkräfta";"1995-12-31";"VIGOTTEN";6344708;520545;"Vigotten";6344708;520545;"Enkät";"Säker"
10000;"Jönköpings län";"Signalkräfta";"1995-12-30";"VEDERYDSSJÖN";6389557;444352;"Vederydssjön";6389557;444352;"Enkät";"Säker"
10001;"Jönköpings län";"Signalkräfta";"1994-12-31";"VEDERYDSSJÖN";6389557;444352;"Vederydssjön";6389557;444352;"Enkät";"Säker"
10002;"Jönköpings län";"Signalkräfta";"1993-12-31";"VALEN";6428638;481891;"Valen";6428638;481891;"Enkät";"Säker"
10003;"Jönköpings län";"Signalkräfta";"1993-12-31";"VAGNSJÖN";6391603;521428;"Vagnsjön";6391603;521428;"Enkät";"Finns troligen"
10004;"Jönköpings län";"Signalkräfta";"1993-12-31";"UVBERGSGÖLEN";6353713;499216;"Uvbergsgöl";6353713;499216;"Enkät";"Finns troligen"
10005;"Jönköpings län";"Signalkräfta";"1993-12-31";"UPPSJÖN";6370296;486554;"Uppsjön";6370296;486554;"Enkät";"Finns troligen"
10006;"Jönköpings län";"Signalkräfta";"1993-12-31";"UDDEBOSJÖN";6401874;465566;"Uddebosjön";6401874;465566;"Enkät";"Säker"
10007;"Jönköpings län";"Signalkräfta";"1993-12-31";"UBBARPASJÖN";6394675;453637;"Ubbarpasjön";6394675;453637;"Enkät";"Säker"
10008;"Jönköpings län";"Signalkräfta";"1996-08-13";"TÅNGERDASJÖN";6369039;503572;"Tångerdasjön";6369039;503572;"Enkät";"Säker"
10009;"Jönköpings län";"Signalkräfta";"1995-12-31";"TÅNGERDASJÖN";6369039;503572;"Tångerdasjön";6369039;503572;"Enkät";"Säker"
10010;"Jönköpings län";"Signalkräfta";"1993-12-31";"TÅNGERDASJÖN";6369039;503572;"Tångerdasjön";6369039;503572;"Enkät";"Säker"
10011;"Jönköpings län";"Signalkräfta";"1993-12-31";"TREHÖRNINGEN";6391742;501983;"Trehörningen";6391742;501983;"Enkät";"Säker"
10012;"Jönköpings län";"Signalkräfta";"1993-12-30";"TREHÖRNINGEN";6391742;501983;"Trehörningen";6391742;501983;"Enkät";"Säker"
10013;"Jönköpings län";"Signalkräfta";"1993-12-31";"TORPASJÖN";6349211;515003;"Torpasjön";6349211;515003;"Enkät";"Säker"
10014;"Jönköpings län";"Signalkräfta";"1992-12-30";"TORPASJÖN";6349211;515003;"Torpasjön";6349211;515003;"Enkät";"Säker"
10015;"Jönköpings län";"Signalkräfta";"1993-12-31";"TOKEBOSJÖN";6409743;427999;"Tokebosjön";6409743;427999;"Enkät";"Säker"
10016;"Jönköpings län";"Signalkräfta";"1993-12-31";"TOEN";6419269;479983;"Toen";6419269;479983;"Enkät";"Finns troligen"
10017;"Jönköpings län";"Signalkräfta";"1993-12-31";"TJURKEN";6367325;496455;"Tjurken";6367325;496455;"Enkät";"Finns troligen"
10018;"Jönköpings län";"Signalkräfta";"1993-12-31";"TENHULTASJÖN";6396438;461513;"Tenhultasjön";6396438;461513;"Enkät";"Säker"
10019;"Jönköpings län";"Signalkräfta";"1993-12-31";"TALLUDDASJÖN";6388367;497295;"Talluddasjön";6388367;497295;"Enkät";"Säker"
10020;"Jönköpings län";"Signalkräfta";"1993-12-31";"SÖRSJÖN";6348865;471384;"Sörsjön";6348865;471384;"Enkät";"Säker"
10021;"Jönköpings län";"Signalkräfta";"1984-12-30";"SÖRSJÖN";6348865;471384;"Sörsjön";6348865;471384;"Enkät";"Säker"
10022;"Jönköpings län";"Signalkräfta";"1995-08-29";"SÖRSJÖN";6371052;471091;"Sörsjön";6371052;471091;"Enkät";"Säker"
10023;"Jönköpings län";"Signalkräfta";"1993-12-31";"SÖRSJÖN";6395499;445581;"Sörsjön-mellansjön";6395499;445581;"Enkät";"Säker"
10024;"Jönköpings län";"Signalkräfta";"1995-12-31";"SÖRASJÖN";6351637;506298;"Sörasjön";6351637;506298;"Enkät";"Säker"
10025;"Jönköpings län";"Signalkräfta";"1993-12-31";"SÖRASJÖN";6351637;506298;"Sörasjön";6351637;506298;"Enkät";"Finns troligen"
10026;"Jönköpings län";"Signalkräfta";"1992-12-30";"SÖRASJÖN";6351637;506298;"Sörasjön";6351637;506298;"Enkät";"Säker"
10027;"Jönköpings län";"Signalkräfta";"1993-12-31";"SÖLJEN";6421237;494105;"Söljen";6421237;494105;"Enkät";"Säker"
10028;"Jönköpings län";"Signalkräfta";"1993-12-31";"SÖDRASJÖN";6344442;496356;"Södrasjön";6344442;496356;"Enkät";"Säker"
10029;"Jönköpings län";"Signalkräfta";"1996-12-31";"SÄVSJÖN";6366742;460786;"Sävsjön";6366742;460786;"Enkät";"Säker"
10030;"Jönköpings län";"Signalkräfta";"1995-12-31";"SÄBYSJÖN";6428975;495852;"Säbysjön";6428975;495852;"Enkät";"Säker"
10031;"Jönköpings län";"Signalkräfta";"1988-12-30";"SÄBYSJÖN";6428975;495852;"Säbysjön";6428975;495852;"Enkät";"Säker"
10032;"Jönköpings län";"Signalkräfta";"1996-12-30";"SVARTSJÖN";6388340;529514;"Svartsjön";6388340;529514;"Enkät";"Säker"
10033;"Jönköpings län";"Signalkräfta";"1993-12-31";"SVANTESNÄLLAGÖLEN";6437855;497825;"Svantesnällagöl";6437855;497825;"Enkät";"Säker"
10034;"Jönköpings län";"Signalkräfta";"1993-12-31";"SVANSJÖN";6408671;427742;"Svansjön";6408671;427742;"Enkät";"Säker"
10035;"Jönköpings län";"Signalkräfta";"1993-12-31";"STORSJÖN";6397869;470012;"Storsjön";6397869;470012;"Enkät";"Säker"
10036;"Jönköpings län";"Signalkräfta";"1993-12-31";"STORESJÖN";6375469;482734;"Storesjön";6375469;482734;"Enkät";"Säker"
10037;"Jönköpings län";"Signalkräfta";"1993-12-31";"STORE GLAN";6434003;478258;"Store glan";6434003;478258;"Enkät";"Säker"
10038;"Jönköpings län";"Signalkräfta";"1993-12-31";"STORA NÄSGÖLEN";6355645;498633;"Näsgölen stora";6355645;498633;"Enkät";"Finns troligen"
10039;"Jönköpings län";"Signalkräfta";"1993-12-31";"STENSJÖN";6382142;489962;"Stensjön";6382142;489962;"Enkät";"Finns troligen"
10040;"Jönköpings län";"Signalkräfta";"1996-12-31";"STENSJÖN";6396416;505866;"Stensjön";6396416;505866;"Enkät";"Säker"
10041;"Jönköpings län";"Signalkräfta";"1993-12-31";"STENSJÖN";6436085;476844;"Stensjön";6436085;476844;"Enkät";"Säker"
10042;"Jönköpings län";"Signalkräfta";"1993-12-31";"STALLBERGAGÖLEN";6388498;496564;"Stallbergagölen";6388498;496564;"Enkät";"Säker"
10043;"Jönköpings län";"Signalkräfta";"1993-12-31";"SPEXHULTASJÖN";6386815;481089;"Spexhultasjön";6386815;481089;"Enkät";"Finns troligen"
10044;"Jönköpings län";"Signalkräfta";"1993-12-31";"SMEDSTORPASJÖN";6354648;482861;"Smedstorpasjön";6354648;482861;"Enkät";"Finns troligen"
10045;"Jönköpings län";"Signalkräfta";"1995-12-31";"SLÄTTSJÖN";6357755;468350;"Slättsjön";6357755;468350;"Enkät";"Säker"
10046;"Jönköpings län";"Signalkräfta";"1993-12-31";"SLÄTTSJÖN";6357755;468350;"Slättsjön";6357755;468350;"Enkät";"Säker"
10047;"Jönköpings län";"Signalkräfta";"1988-12-30";"SLÄTTSJÖN";6357755;468350;"Slättsjön";6357755;468350;"Enkät";"Finns troligen"
10048;"Jönköpings län";"Signalkräfta";"1993-12-31";"SKÄRVSJÖ";6361346;429763;"Skärvsjön";6361346;429763;"Enkät";"Säker"
10049;"Jönköpings län";"Signalkräfta";"1995-12-31";"SKÄRVINGEN";6381980;491473;"Skärvingen";6381980;491473;"Enkät";"Säker"
10050;"Jönköpings län";"Signalkräfta";"1993-12-31";"SKÄRVINGEN";6381980;491473;"Skärvingen";6381980;491473;"Enkät";"Säker"
10051;"Jönköpings län";"Signalkräfta";"1995-12-31";"SKÄRSJÖN";6347487;490992;"Skärsjön";6347487;490992;"Enkät";"Säker"
10052;"Jönköpings län";"Signalkräfta";"1988-12-30";"SKÄRSJÖN";6347487;490992;"Skärsjön";6347487;490992;"Enkät";"Säker"
10053;"Jönköpings län";"Signalkräfta";"1993-12-31";"SKÄRSJÖN";6372222;428965;"Skärsjön";6372222;428965;"Enkät";"Finns troligen"
10054;"Jönköpings län";"Signalkräfta";"1993-12-31";"SKÄRSJÖN";6400731;471977;"Skärsjön";6400731;471977;"Enkät";"Säker"
10055;"Jönköpings län";"Signalkräfta";"1975-08-22";"SKÄRSJÖN";6400731;471977;"Skärsjön";6400731;471977;"Enkät";"Säker"
10056;"Jönköpings län";"Signalkräfta";"1993-12-31";"SKÄRSJÖN";6402814;478170;"Skärsjön";6402814;478170;"Enkät";"Finns troligen"
10057;"Jönköpings län";"Signalkräfta";"1993-12-31";"SKURUGÖLEN";6391535;501406;"Skurugölen";6391535;501406;"Enkät";"Finns troligen"
10058;"Jönköpings län";"Signalkräfta";"1993-12-31";"SKEDESJÖN";6383061;511753;"Skedesjön";6383061;511753;"Enkät";"Säker"
10059;"Jönköpings län";"Signalkräfta";"1983-12-30";"SKEDESJÖN";6383061;511753;"Skedesjön";6383061;511753;"Enkät";"Säker"
10060;"Jönköpings län";"Signalkräfta";"1993-12-31";"SANDSJÖN";6368696;486503;"Sandsjön";6368696;486503;"Enkät";"Finns troligen"
10061;"Jönköpings län";"Signalkräfta";"1994-12-31";"SALSHULTASJÖN";6354220;510795;"Salshultasjön";6354220;510795;"Enkät";"Säker"
10062;"Jönköpings län";"Signalkräfta";"1994-07-27";"SALSHULTASJÖN";6354220;510795;"Salshultasjön";6354220;510795;"Enkät";"Säker"
10063;"Jönköpings län";"Signalkräfta";"1993-07-26";"SALSHULTASJÖN";6354220;510795;"Salshultasjön";6354220;510795;"Enkät";"Säker"
10064;"Jönköpings län";"Signalkräfta";"1995-12-31";"RÅHULTSGÖLEN";6378230;454282;"Råhultsgölen";6378230;454282;"Enkät";"Finns troligen"
10065;"Jönköpings län";"Signalkräfta";"1993-12-31";"RYSSBYSJÖN";6396576;478135;"Ryssbysjön";6396576;478135;"Enkät";"Säker"
10066;"Jönköpings län";"Signalkräfta";"1993-12-31";"RYDASJÖN";6346535;472981;"Rydasjön";6346535;472981;"Enkät";"Säker"
10067;"Jönköpings län";"Signalkräfta";"1993-12-31";"RUSKEN";6339052;459825;"Rusken";6339052;459825;"Enkät";"Säker"
10068;"Jönköpings län";"Signalkräfta";"1993-12-31";"ROSJÖN";6398769;496082;"Rosjön";6398769;496082;"Enkät";"Säker"
10069;"Jönköpings län";"Signalkräfta";"2000-03-17";"ROGBERGASJÖN";6399432;456069;"Rogbergasjön";6399432;456069;"Enkät";"Säker"
10070;"Jönköpings län";"Signalkräfta";"1995-12-31";"ROGBERGASJÖN";6399432;456069;"Rogbergasjön";6399432;456069;"Enkät";"Säker"
10071;"Jönköpings län";"Signalkräfta";"1993-12-31";"ROGBERGASJÖN";6399432;456069;"Rogbergasjön";6399432;456069;"Enkät";"Säker"
10072;"Jönköpings län";"Signalkräfta";"1988-12-30";"ROGBERGASJÖN";6399432;456069;"Rogbergasjön";6399432;456069;"Enkät";"Säker"
10073;"Jönköpings län";"Signalkräfta";"1999-12-31";"ROCKSJÖN";6403474;451353;"Rocksjön";6403474;451353;"Enkät";"Säker"
10074;"Jönköpings län";"Signalkräfta";"1993-12-31";"ROCKSJÖN";6403474;451353;"Rocksjön";6403474;451353;"Enkät";"Säker"
10075;"Jönköpings län";"Signalkräfta";"1993-12-31";"RIBBINGSNÄSSJÖN";6399342;472804;"Ribbingsnässjön";6399342;472804;"Enkät";"Säker"
10076;"Jönköpings län";"Signalkräfta";"1995-12-31";"RASJÖN";6381094;433697;"Rasjön";6381094;433697;"Enkät";"Säker"
10077;"Jönköpings län";"Signalkräfta";"1994-08-08";"RASJÖN";6381094;433697;"Rasjön";6381094;433697;"Enkät";"Säker"
10078;"Jönköpings län";"Signalkräfta";"1993-12-30";"RASJÖN";6381094;433697;"Rasjön";6381094;433697;"Enkät";"Säker"
10079;"Jönköpings län";"Signalkräfta";"1993-12-31";"RAMSJÖN";6411414;465833;"Ramsjön";6411414;465833;"Enkät";"Säker"
10080;"Jönköpings län";"Signalkräfta";"1995-12-31";"RALÅNGEN";6419009;489143;"Ralången";6419009;489143;"Enkät";"Säker"
10081;"Jönköpings län";"Signalkräfta";"1993-12-31";"RALÅNGEN";6419009;489143;"Ralången";6419009;489143;"Enkät";"Säker"
10082;"Jönköpings län";"Signalkräfta";"1983-05-01";"RALÅNGEN";6419009;489143;"Ralången";6419009;489143;"Enkät";"Säker"
10083;"Jönköpings län";"Signalkräfta";"1995-12-31";"RACKHULTASJÖN";6363578;423230;"Rackhultasjön";6363578;423230;"Enkät";"Finns troligen"
10084;"Jönköpings län";"Signalkräfta";"1994-12-31";"RACKHULTASJÖN";6363578;423230;"Rackhultasjön";6363578;423230;"Enkät";"Finns troligen"
10085;"Jönköpings län";"Signalkräfta";"1995-12-31";"PUKULLASJÖN";6392251;519571;"Pukullasjön";6392251;519571;"Enkät";"Säker"
10086;"Jönköpings län";"Signalkräfta";"1993-12-31";"PUKULLASJÖN";6392251;519571;"Pukullasjön";6392251;519571;"Enkät";"Säker"
10087;"Jönköpings län";"Signalkräfta";"1993-12-31";"PRÄSTABOSJÖN";6358798;500665;"Prästbosjön";6358798;500665;"Enkät";"Finns troligen"
10088;"Jönköpings län";"Signalkräfta";"1993-12-31";"PRINSASJÖN";6368223;487038;"Prinsasjön";6368223;487038;"Enkät";"Finns troligen"
10089;"Jönköpings län";"Signalkräfta";"1995-12-31";"PELIKROKEN";6355686;467464;"Pelikroken";6355686;467464;"Enkät";"Finns troligen"
